"","species"
"67","Proterorhinus_semilunaris"
"68","Pseudorasbora_parva"
"69","Pylodictis_olivaris"
"70","Radix_auricularia"
"71","Rhodeus_amarus"
"72","Rutilus_rutilus"
"73","Sander_lucioperca"
"74","Sander_vitreus"
"75","Silurus_asotus"
"76","Silurus_glanis"
"77","Sphaerium_corneum"
"78","Stratiotes_aloides"
"79","Thymallus_arcticus"
"80","Tinca_tinca"
"81","Trapa_natans"
"82","Valvata_piscinalis"
"83","Vimba_vimba"
"84","Abbottina_rivularis"
"85","Alburnus_alburnus"
"86","Alternanthera_sessilis"
"87","Ameiurus_melas"
"88","Astronotus_ocellatus"
"89","Atriplex_hortensis"
"90","Boltonia_asteroides"
"91","Bythotrephes_longimanus"
"92","Cabomba_caroliniana"
"93","Castor_canadensis"
"94","Clupeonella_cultriventris"
"95","Coregonus_albula"
"96","Ctenopharyngodon_idella"
"97","Cyperus_difformis"
"98","Cyperus_iria"
"99","Cyperus_microiria"
"100","Cyperus_strigosus"
"101","Cyprinus_carpio"
"102","Daphnia_ambigua"
"103","Daphnia_lumholtzi"
"104","Dendrobaena_hortensis"
"105","Digitalis_grandiflora"
"106","Elodea_nuttallii"
"107","Equisetum_palustre"
"108","Eriocheir_sinensis"
"109","Faxonius_limosus"
"110","Faxonius_rusticus"
"111","Faxonius_virilis"
"112","Filipendula_rubra"
"113","Filipendula_vulgaris"
"114","Galium_uliginosum"
"115","Gammarus_tigrinus"
"116","Geranium_sylvaticum"
"117","Geum_aleppicum"
"118","Glyceria_declinata"
"119","Glyceria_maxima"
"120","Goodyera_repens"
"121","Gratiola_officinalis"
"122","Hemibarbus_maculatus"
"123","Hemiculter_leucisculus"
"124","Hemimysis_anomala"
"125","Heteranthera_rotundifolia"
"126","Hieracium_piloselloides"
"127","Ictalurus_punctatus"
"128","Illecebrum_verticillatum"
"129","Ipomoea_purpurea"
"130","Juncus_compressus"
"131","Juncus_ensifolius"
"132","Lemna_minuta"
"133","Lepomis_gulosus"
"134","Leucaspius_delineatus"
"135","Ligustrum_sinense"
"136","Limosella_aquatica"
"137","Ludwigia_alternifolia"
"138","Ludwigia_grandiflora"
"139","Ludwigia_peploides"
"140","Lysichiton_americanus"
"141","Lysichiton_camtschatcensis"
"142","Lythrum_portula"
"143","Lythrum_virgatum"
"144","Marsilea_minuta"
"145","Mentha_aquatica"
"146","Micropterus_dolomieu"
"147","Montia_fontana"
"148","Muhlenbergia_frondosa"
"149","Myriophyllum_heterophyllum"
"150","Mysis_relicta"
"151","Nasturtium_microphyllum"
"152","Neogobius_fluviatilis"
"153","Nuphar_pumila"
"154","Nymphaea_tetragona"
"155","Oenothera_flava"
"156","Oenothera_parviflora"
"157","Oncorhynchus_tshawytscha"
"158","Osmerus_eperlanus"
"159","Pacifastacus_leniusculus"
"160","Paspalum_distichum"
"161","Piaractus_brachypomus"
"162","Pimephales_promelas"
"163","Polydora_cornuta"
"164","Polygonum_ramosissimum"
"165","Polypogon_monspeliensis"
"166","Pomoxis_annularis"
"167","Pomoxis_nigromaculatus"
"168","Potamocorbula_amurensis"
"169","Potamogeton_compressus"
"170","Potamothrix_vejdovskyi"
"171","Potentilla_supina"
"172","Prunella_laciniata"
"173","Prymnesium_parvum"
"174","Pseudopolydora_paucibranchiata"
"175","Pulicaria_dysenterica"
"176","Rhithropanopeus_harrisii"
"177","Rorippa_austriaca"
"178","Rorippa_curvisiliqua"
"179","Rotala_ramosior"
"180","Rumex_thyrsiflorus"
"181","Sagittaria_platyphylla"
"182","Sagittaria_sagittifolia"
"183","Salicornia_europaea"
"184","Salix_eleagnos"
"185","Salmo_salar"
"186","Salsola_soda"
"187","Salvelinus_namaycush"
"188","Sanguisorba_officinalis"
"189","Scardinius_erythrophthalmus"
"190","Scrophularia_auriculata"
"191","Scrophularia_canina"
"192","Sesbania_herbacea"
"193","Solanum_viarum"
"194","Spartium_junceum"
"195","Tropaeolum_majus"
"196","Typha_domingensis"
"197","Typha_glauca"
"198","Urena_lobata"
"199","Vallisneria_spiralis"
"200","Wolffia_arrhiza"
"201","Xiphophorus_hellerii"
"202","Xiphophorus_maculatus"
"203","Arundo_donax"
"204","Hedychium_coronarium"
"205","Imperata_cylindrica"
"206","Paederia_foetida"
"207","Sporobolus_pyramidatus"
"208","Tetragonia_tetragonioides"
"209","Achillea_pannonica"
"210","Aconitum_lycoctonum"
"211","Alchemilla_glaucescens"
"212","Alyssum_simplex"
"213","Amaranthus_blitum"
"214","Amaranthus_hybridus"
"215","Amaranthus_viridis"
"216","Amsonia_tabernaemontana"
"217","Andropogon_virginicus"
"218","Apera_interrupta"
"219","Aster_dumosus"
"220","Astragalus_galegiformis"
"221","Bassia_prostrata"
"222","Bidens_pilosa"
"223","Brachypodium_sylvaticum"
"224","Bromus_diandrus"
"225","Bromus_japonicus"
"226","Bromus_kalmii"
"227","Bromus_squarrosus"
"228","Bunium_bulbocastanum"
"229","Caltha_leptosepala"
"230","Canna_indica"
"231","Capsicum_annuum"
"232","Cardamine_parviflora"
"233","Carlina_vulgaris"
"234","Catharanthus_roseus"
"235","Caucalis_platycarpos"
"236","Cichorium_endivia"
"237","Cirsium_ochrocentrum"
"238","Cotoneaster_moupinensis"
"239","Cuscuta_approximata"
"240","Cyclachaena_xanthiifolia"
"241","Cynodon_dactylon"
"242","Cynosurus_echinatus"
"243","Echinops_bannaticus"
"244","Echinops_sphaerocephalus"
"245","Eragrostis_curvula"
"246","Euphorbia_glyptosperma"
"247","Euphorbia_sareptana"
"248","Ficus_carica"
"249","Filago_arvensis"
"250","Filipendula_ulmaria"
"251","Galega_officinalis"
"252","Galeopsis_speciosa"
"253","Galium_album"
"254","Galium_saxatile"
"255","Gamochaeta_pensylvanica"
"256","Gamochaeta_purpurea"
"257","Geranium_lucidum"
"258","Geranium_nepalense"
"259","Geranium_pratense"
"260","Gomphrena_globosa"
"261","Gypsophila_paniculata"
"262","Hedera_colchica"
"263","Helianthus_annuus"
"264","Helianthus_laetiflorus"
"265","Heliotropium_curassavicum"
"266","Heteropogon_contortus"
"267","Hibiscus_trionum"
"268","Holcus_mollis"
"269","Holosteum_umbellatum"
"270","Hosta_lancifolia"
"271","Hovenia_dulcis"
"272","Hyparrhenia_hirta"
"273","Hypericum_androsaemum"
"274","Iberis_umbellata"
"275","Impatiens_balfourii"
"276","Iris_sibirica"
"277","Iris_spuria"
"278","Lablab_purpureus"
"279","Lamium_confertum"
"280","Lamium_galeobdolon"
"281","Lepidium_appelianum"
"282","Lepidium_graminifolium"
"283","Lepidium_heterophyllum"
"284","Leucanthemella_serotina"
"285","Leymus_innovatus"
"286","Ligusticum_scoticum"
"287","Linaria_genistifolia"
"288","Linaria_purpurea"
"289","Linaria_supina"
"290","Lobelia_siphilitica"
"291","Lonicera_alpigena"
"292","Lonicera_japonica"
"293","Lupinus_perennis"
"294","Lupinus_plattensis"
"295","Luzula_campestris"
"296","Macaca_mulatta"
"297","Maianthemum_stellatum"
"298","Malva_sylvestris"
"299","Matthiola_longipetala"
"300","Medicago_monspeliaca"
"301","Medicago_polymorpha"
"302","Medicago_rigidula"
"303","Mirabilis_jalapa"
"304","Miscanthus_sinensis"
"305","Misopates_orontium"
"306","Mosla_dianthera"
"307","Mycelis_muralis"
"308","Nepeta_racemosa"
"309","Nicandra_physalodes"
"310","Nicotiana_tabacum"
"311","Ononis_natrix"
"312","Ophrys_insectifera"
"313","Opuntia_humifusa"
"314","Opuntia_macrorhiza"
"315","Orobanche_hederae"
"316","Oxalis_latifolia"
"317","Oxalis_pes-caprae"
"318","Oxalis_triangularis"
"319","Oxychilus_cellarius"
"320","Paeonia_mascula"
"321","Papaver_radicatum"
"322","Parietaria_judaica"
"323","Parietaria_pensylvanica"
"324","Petrorhagia_prolifera"
"325","Phacelia_ciliata"
"326","Phedimus_aizoon"
"327","Philadelphus_pubescens"
"328","Physalis_angulata"
"329","Physalis_longifolia"
"330","Pimpinella_major"
"331","Pimpinella_saxifraga"
"332","Plantago_patagonica"
"333","Poa_angustifolia"
"334","Poa_supina"
"335","Polygonum_arenarium"
"336","Polygonum_bistorta"
"337","Potentilla_pensylvanica"
"338","Primula_elatior"
"339","Puccinellia_hauptiana"
"340","Puccinellia_nuttalliana"
"341","Pulsatilla_vulgaris"
"342","Ranunculus_gramineus"
"343","Raphanus_sativus"
"344","Reseda_alba"
"345","Reseda_luteola"
"346","Ricinus_communis"
"347","Rosa_arvensis"
"348","Rosa_micrantha"
"349","Rosa_setigera"
"350","Rubus_fruticosus"
"351","Rudbeckia_triloba"
"352","Rumex_confertus"
"353","Rumex_crispus"
"354","Sagina_saginoides"
"355","Salvia_verticillata"
"356","Salvia_viridis"
"357","Santolina_rosmarinifolia"
"358","Satureja_montana"
"359","Saxifraga_rosacea"
"360","Saxifraga_umbrosa"
"361","Scabiosa_ochroleuca"
"362","Schoenus_ferrugineus"
"363","Scleranthus_perennis"
"364","Scopolia_carniolica"
"365","Secale_montanum"
"366","Sedum_album"
"367","Senecio_squalidus"
"368","Senecio_sylvaticus"
"369","Seseli_libanotis"
"370","Sesleria_caerulea"
"371","Sidalcea_malviflora"
"372","Silene_antirrhina"
"373","Silene_pendula"
"374","Silene_sibirica"
"375","Sinapis_arvensis"
"376","Sisymbrium_irio"
"377","Smelowskia_calycina"
"378","Solanum_alatum"
"379","Solanum_chenopodioides"
"380","Solanum_nigrum"
"381","Solanum_tuberosum"
"382","Spergula_morisonii"
"383","Sphaerophysa_salsula"
"384","Stachys_byzantina"
"385","Stachys_cretica"
"386","Stachys_officinalis"
"387","Tagetes_erecta"
"388","Tagetes_minuta"
"389","Tagetes_tenuifolia"
"390","Tanacetum_balsamita"
"391","Taraxacum_laevigatum"
"392","Thalictrum_minus"
"393","Thymelaea_passerina"
"394","Thymus_pulegioides"
"395","Thymus_serpyllum"
"396","Torilis_japonica"
"397","Tradescantia_ohiensis"
"398","Trifolium_diffusum"
"399","Trifolium_medium"
"400","Trifolium_montanum"
"401","Trifolium_strictum"
"402","Tulipa_sylvestris"
"403","Verbascum_chaixii"
"404","Verbascum_nigrum"
"405","Verbascum_speciosum"
"406","Verbascum_virgatum"
"407","Verbena_bonariensis"
"408","Verbena_urticifolia"
"409","Veronica_biloba"
"410","Veronica_fruticans"
"411","Veronica_verna"
"412","Vicia_sylvatica"
"413","Vicia_tenuifolia"
"414","Vinca_major"
"415","Viola_canadensis"
"416","Xanthium_spinosum"
"417","Asclepias_curassavica"
"418","Coix_lacryma-jobi"
"419","Datura_metel"
"420","Dioscorea_bulbifera"
"421","Euphorbia_leptocaula"
"422","Exochorda_racemosa"
"423","Howea_belmoreana"
"424","Ornithopus_compressus"
"425","Orobanche_crenata"
"426","Pentaglottis_sempervirens"
"427","Pericallis_hybrida"
"428","Polycarpon_tetraphyllum"
"429","Scorpiurus_muricatus"
"430","Polygonum_plebeium"
