"","species"
"67","Potamopyrgus_antipodarum"
"68","Procambarus_clarkii"
"69","Procambarus_virginalis"
"70","Proterorhinus_semilunaris"
"71","Pseudorasbora_parva"
"72","Pterygoplichthys_pardalis"
"73","Pylodictis_olivaris"
"74","Radix_auricularia"
"75","Rhodeus_amarus"
"76","Rutilus_rutilus"
"77","Salvinia_molesta"
"78","Sander_lucioperca"
"79","Sander_vitreus"
"80","Silurus_asotus"
"81","Silurus_glanis"
"82","Sphaerium_corneum"
"83","Stratiotes_aloides"
"84","Thymallus_arcticus"
"85","Tinca_tinca"
"86","Trapa_natans"
"87","Valvata_piscinalis"
"88","Vimba_vimba"
"89","Abbottina_rivularis"
"90","Alburnus_alburnus"
"91","Alternanthera_sessilis"
"92","Ameiurus_melas"
"93","Astronotus_ocellatus"
"94","Atriplex_hortensis"
"95","Bacopa_monnieri"
"96","Boltonia_asteroides"
"97","Bythotrephes_longimanus"
"98","Cabomba_caroliniana"
"99","Castor_canadensis"
"100","Centella_asiatica"
"101","Cherax_cainii"
"102","Cherax_destructor"
"103","Clupeonella_cultriventris"
"104","Coregonus_albula"
"105","Crassula_helmsii"
"106","Ctenopharyngodon_idella"
"107","Cyperus_difformis"
"108","Cyperus_iria"
"109","Cyperus_microiria"
"110","Cyperus_papyrus"
"111","Cyperus_strigosus"
"112","Cyprinus_carpio"
"113","Daphnia_ambigua"
"114","Daphnia_lumholtzi"
"115","Dendrobaena_hortensis"
"116","Digitalis_grandiflora"
"117","Digitaria_debilis"
"118","Elodea_nuttallii"
"119","Equisetum_palustre"
"120","Eriocheir_sinensis"
"121","Fatoua_villosa"
"122","Faxonius_limosus"
"123","Faxonius_rusticus"
"124","Faxonius_virilis"
"125","Filipendula_rubra"
"126","Filipendula_vulgaris"
"127","Galium_uliginosum"
"128","Gambusia_holbrooki"
"129","Gammarus_tigrinus"
"130","Geranium_sylvaticum"
"131","Geum_aleppicum"
"132","Glossostigma_cleistanthum"
"133","Glyceria_declinata"
"134","Glyceria_maxima"
"135","Goodyera_repens"
"136","Gratiola_officinalis"
"137","Hemibarbus_maculatus"
"138","Hemiculter_leucisculus"
"139","Hemimysis_anomala"
"140","Hieracium_piloselloides"
"141","Ictalurus_punctatus"
"142","Illecebrum_verticillatum"
"143","Ipomoea_aquatica"
"144","Ipomoea_purpurea"
"145","Juncus_compressus"
"146","Juncus_ensifolius"
"147","Lemna_aequinoctialis"
"148","Lemna_minuta"
"149","Lepomis_gulosus"
"150","Leucaspius_delineatus"
"151","Ligustrum_sinense"
"152","Limnomysis_benedeni"
"153","Limosella_aquatica"
"154","Ludwigia_alternifolia"
"155","Ludwigia_grandiflora"
"156","Ludwigia_peploides"
"157","Lysichiton_americanus"
"158","Lysichiton_camtschatcensis"
"159","Lythrum_portula"
"160","Lythrum_virgatum"
"161","Marsilea_minuta"
"162","Mentha_aquatica"
"163","Micropterus_dolomieu"
"164","Montia_fontana"
"165","Muhlenbergia_frondosa"
"166","Myriophyllum_heterophyllum"
"167","Mysis_relicta"
"168","Nasturtium_microphyllum"
"169","Nasturtium_sterile"
"170","Neogobius_fluviatilis"
"171","Nuphar_pumila"
"172","Nymphaea_tetragona"
"173","Oenothera_flava"
"174","Oenothera_parviflora"
"175","Oncorhynchus_tshawytscha"
"176","Osmerus_eperlanus"
"177","Pacifastacus_leniusculus"
"178","Palaemon_longirostris"
"179","Paspalum_distichum"
"180","Paspalum_vaginatum"
"181","Phormium_tenax"
"182","Piaractus_brachypomus"
"183","Pimephales_promelas"
"184","Polydora_cornuta"
"185","Polygonum_bistorta"
"186","Polygonum_ramosissimum"
"187","Polypogon_monspeliensis"
"188","Pomoxis_annularis"
"189","Pomoxis_nigromaculatus"
"190","Potamocorbula_amurensis"
"191","Potamogeton_compressus"
"192","Potamothrix_vejdovskyi"
"193","Potentilla_supina"
"194","Proasellus_coxalis"
"195","Prunella_laciniata"
"196","Prymnesium_parvum"
"197","Pseudopolydora_paucibranchiata"
"198","Pulicaria_dysenterica"
"199","Rhithropanopeus_harrisii"
"200","Rorippa_austriaca"
"201","Rorippa_curvisiliqua"
"202","Rotala_ramosior"
"203","Rumex_thyrsiflorus"
"204","Sagittaria_platyphylla"
"205","Sagittaria_sagittifolia"
"206","Sagittaria_subulata"
"207","Salicornia_europaea"
"208","Salix_eleagnos"
"209","Salmo_salar"
"210","Salsola_soda"
"211","Salvelinus_namaycush"
"212","Salvinia_auriculata"
"213","Sanguisorba_officinalis"
"214","Sarracenia_flava"
"215","Scardinius_erythrophthalmus"
"216","Schoenoplectus_litoralis"
"217","Scrophularia_auriculata"
"218","Scrophularia_canina"
"219","Sesbania_herbacea"
"220","Spartium_junceum"
"221","Theora_lubrica"
"222","Tropaeolum_majus"
"223","Typha_domingensis"
"224","Typha_glauca"
"225","Urena_lobata"
"226","Vallisneria_spiralis"
"227","Wolffia_arrhiza"
"228","Xiphophorus_hellerii"
"229","Xiphophorus_maculatus"
"230","Arundo_donax"
"231","Carex_kobomugi"
"232","Echinochloa_pyramidalis"
"233","Imperata_cylindrica"
"234","Paspalum_urvillei"
"235","Sporobolus_pyramidatus"
"236","Tetragonia_tetragonioides"
"237","Abelmoschus_esculentus"
"238","Achillea_pannonica"
"239","Aconitum_lycoctonum"
"240","Alchemilla_glaucescens"
"241","Alyssum_simplex"
"242","Amaranthus_blitum"
"243","Amaranthus_hybridus"
"244","Amaranthus_viridis"
"245","Amsonia_tabernaemontana"
"246","Andropogon_glomeratus"
"247","Andropogon_virginicus"
"248","Apera_interrupta"
"249","Arctotheca_calendula"
"250","Areca_catechu"
"251","Asclepias_curassavica"
"252","Aster_dumosus"
"253","Astragalus_galegiformis"
"254","Bassia_prostrata"
"255","Bidens_pilosa"
"256","Bifora_testiculata"
"257","Brachypodium_sylvaticum"
"258","Brassica_tournefortii"
"259","Bromus_diandrus"
"260","Bromus_japonicus"
"261","Bromus_kalmii"
"262","Bromus_squarrosus"
"263","Bunium_bulbocastanum"
"264","Caltha_leptosepala"
"265","Canna_indica"
"266","Capsicum_annuum"
"267","Cardamine_parviflora"
"268","Carlina_vulgaris"
"269","Carpobrotus_edulis"
"270","Catharanthus_roseus"
"271","Caucalis_platycarpos"
"272","Cichorium_endivia"
"273","Cirsium_ochrocentrum"
"274","Citrus_aurantiifolia"
"275","Coix_lacryma-jobi"
"276","Corymbia_citriodora"
"277","Cotoneaster_moupinensis"
"278","Cuscuta_approximata"
"279","Cyclachaena_xanthiifolia"
"280","Cyclanthera_pedata"
"281","Cymbopogon_citratus"
"282","Cynodon_dactylon"
"283","Cynosurus_echinatus"
"284","Datura_metel"
"285","Echinochloa_crus-pavonis"
"286","Echinops_bannaticus"
"287","Echinops_sphaerocephalus"
"288","Eragrostis_curvula"
"289","Euphorbia_glyptosperma"
"290","Euphorbia_leptocaula"
"291","Euphorbia_rigida"
"292","Euphorbia_sareptana"
"293","Exochorda_racemosa"
"294","Ficus_carica"
"295","Filago_arvensis"
"296","Filipendula_ulmaria"
"297","Galega_officinalis"
"298","Galeopsis_speciosa"
"299","Galium_album"
"300","Galium_saxatile"
"301","Gamochaeta_pensylvanica"
"302","Gamochaeta_purpurea"
"303","Gastridium_ventricosum"
"304","Geranium_lucidum"
"305","Geranium_nepalense"
"306","Geranium_pratense"
"307","Geranium_thunbergii"
"308","Geranium_versicolor"
"309","Gomphrena_globosa"
"310","Gypsophila_paniculata"
"311","Hedera_colchica"
"312","Hedychium_coronarium"
"313","Hedypnois_cretica"
"314","Helianthus_annuus"
"315","Helianthus_laetiflorus"
"316","Heliotropium_curassavicum"
"317","Heteropogon_contortus"
"318","Heuchera_americana"
"319","Hibiscus_trionum"
"320","Hieracium_floribundum"
"321","Holcus_mollis"
"322","Holosteum_umbellatum"
"323","Hosta_lancifolia"
"324","Hovenia_dulcis"
"325","Howea_belmoreana"
"326","Hyparrhenia_hirta"
"327","Hypericum_androsaemum"
"328","Iberis_umbellata"
"329","Impatiens_balfourii"
"330","Iris_foetidissima"
"331","Iris_sibirica"
"332","Iris_spuria"
"333","Lablab_purpureus"
"334","Lamium_confertum"
"335","Lamium_galeobdolon"
"336","Lawsonia_inermis"
"337","Lepidium_appelianum"
"338","Lepidium_graminifolium"
"339","Lepidium_heterophyllum"
"340","Leucanthemella_serotina"
"341","Leymus_innovatus"
"342","Ligusticum_scoticum"
"343","Linaria_genistifolia"
"344","Linaria_purpurea"
"345","Linaria_supina"
"346","Liriope_spicata"
"347","Lobelia_siphilitica"
"348","Lonicera_alpigena"
"349","Lonicera_japonica"
"350","Lopezia_racemosa"
"351","Lotus_cytisoides"
"352","Lupinus_perennis"
"353","Lupinus_plattensis"
"354","Luzula_campestris"
"355","Lythrum_hyssopifolium"
"356","Maianthemum_stellatum"
"357","Malva_sylvestris"
"358","Matthiola_longipetala"
"359","Medicago_italica"
"360","Medicago_monspeliaca"
"361","Medicago_polymorpha"
"362","Medicago_rigidula"
"363","Mentha_gentilis"
"364","Mirabilis_jalapa"
"365","Miscanthus_sinensis"
"366","Misopates_orontium"
"367","Mosla_dianthera"
"368","Mycelis_muralis"
"369","Nassella_neesiana"
"370","Nepeta_racemosa"
"371","Nicandra_physalodes"
"372","Nicotiana_tabacum"
"373","Nothoscordum_bivalve"
"374","Ononis_natrix"
"375","Ophrys_insectifera"
"376","Opuntia_ficus-indica"
"377","Opuntia_humifusa"
"378","Opuntia_macrorhiza"
"379","Ornithopus_compressus"
"380","Orobanche_crenata"
"381","Orobanche_hederae"
"382","Orontium_aquaticum"
"383","Oxalis_articulata"
"384","Oxalis_latifolia"
"385","Oxalis_pes-caprae"
"386","Oxalis_triangularis"
"387","Oxychilus_cellarius"
"388","Paeonia_mascula"
"389","Papaver_radicatum"
"390","Parapholis_strigosa"
"391","Parietaria_judaica"
"392","Parietaria_pensylvanica"
"393","Paspalum_conjugatum"
"394","Pentaglottis_sempervirens"
"395","Pericallis_hybrida"
"396","Petrorhagia_prolifera"
"397","Phacelia_ciliata"
"398","Phedimus_aizoon"
"399","Philadelphus_pubescens"
"400","Physalis_angulata"
"401","Physalis_longifolia"
"402","Picris_pauciflora"
"403","Pimpinella_major"
"404","Pimpinella_saxifraga"
"405","Plantago_patagonica"
"406","Poa_angustifolia"
"407","Poa_supina"
"408","Polycarpon_tetraphyllum"
"409","Polygonum_arenarium"
"410","Polygonum_plebeium"
"411","Potentilla_pensylvanica"
"412","Primula_elatior"
"413","Psidium_cattleianum"
"414","Psidium_guajava"
"415","Puccinellia_hauptiana"
"416","Puccinellia_nuttalliana"
"417","Pulsatilla_vulgaris"
"418","Ranunculus_gramineus"
"419","Raphanus_sativus"
"420","Reseda_alba"
"421","Reseda_luteola"
"422","Retama_monosperma"
"423","Ricinus_communis"
"424","Rosa_arvensis"
"425","Rosa_micrantha"
"426","Rosa_setigera"
"427","Rubus_fruticosus"
"428","Rudbeckia_triloba"
"429","Rumex_brownii"
"430","Rumex_bucephalophorus"
"431","Rumex_confertus"
"432","Rumex_crispus"
"433","Rumex_cristatus"
"434","Sagina_saginoides"
"435","Salpichroa_origanifolia"
"436","Salvia_verticillata"
"437","Salvia_viridis"
"438","Santolina_rosmarinifolia"
"439","Satureja_montana"
"440","Saxifraga_hirsuta"
"441","Saxifraga_rosacea"
"442","Saxifraga_umbrosa"
"443","Scabiosa_ochroleuca"
"444","Schismus_barbatus"
"445","Schkuhria_pinnata"
"446","Schoenus_ferrugineus"
"447","Scleranthus_perennis"
"448","Scolymus_hispanicus"
"449","Scopolia_carniolica"
"450","Scorpiurus_muricatus"
"451","Scutellaria_minor"
"452","Secale_montanum"
"453","Sedum_album"
"454","Senecio_squalidus"
"455","Senecio_sylvaticus"
"456","Seseli_libanotis"
"457","Sesleria_caerulea"
"458","Sidalcea_malviflora"
"459","Silene_antirrhina"
"460","Silene_pendula"
"461","Silene_sibirica"
"462","Sinapis_arvensis"
"463","Sisymbrium_irio"
"464","Smelowskia_calycina"
"465","Solanum_alatum"
"466","Solanum_chenopodioides"
"467","Solanum_nigrum"
"468","Solanum_tuberosum"
"469","Spergula_morisonii"
"470","Sphaerophysa_salsula"
"471","Stachys_byzantina"
"472","Stachys_cretica"
"473","Stachys_officinalis"
"474","Stenotaphrum_secundatum"
"475","Tagetes_erecta"
"476","Tagetes_minuta"
"477","Tagetes_tenuifolia"
"478","Tanacetum_balsamita"
"479","Taraxacum_laevigatum"
"480","Thalictrum_minus"
"481","Thymelaea_passerina"
"482","Thymus_pulegioides"
"483","Thymus_serpyllum"
"484","Tolpis_barbata"
"485","Tordylium_apulum"
"486","Torilis_japonica"
"487","Tradescantia_ohiensis"
"488","Trifolium_diffusum"
"489","Trifolium_lappaceum"
"490","Trifolium_ligusticum"
"491","Trifolium_medium"
"492","Trifolium_montanum"
"493","Trifolium_mutabile"
"494","Trifolium_strictum"
"495","Tulipa_sylvestris"
"496","Urospermum_picroides"
"497","Verbascum_chaixii"
"498","Verbascum_nigrum"
"499","Verbascum_sinuatum"
"500","Verbascum_speciosum"
"501","Verbascum_virgatum"
"502","Verbena_bonariensis"
"503","Verbena_urticifolia"
"504","Verbesina_alternifolia"
"505","Veronica_biloba"
"506","Veronica_cymbalaria"
"507","Veronica_fruticans"
"508","Veronica_verna"
"509","Vicia_disperma"
"510","Vicia_sylvatica"
"511","Vicia_tenuifolia"
"512","Vinca_major"
"513","Viola_canadensis"
"514","Xanthium_spinosum"
"515","Bidens_ferulifolia"
"516","Cardiospermum_halicacabum"
"517","Cuscuta_reflexa"
"518","Ipheion_uniflorum"
"519","Linum_virginianum"
"520","Paspalum_notatum"
"521","Phyllostachys_nigra"
"522","Saxifraga_sibthorpii"
"523","Tithonia_diversifolia"
"524","Trachelospermum_jasminoides"
"525","Momordica_charantia"
"526","Vitis_cinerea"
